conversely,1
people,1430
may,1176
believe,294
laws,31
present,16
need,239
change,56
becoming,17
less,125
restrictive,2
right,66
communicate,10
wish,13
wherever,2
choose,60
so,11
dangerous,47
interacting,7
phone,191
driving,181
choice,40
matter,29
many,466
say,866
teens,17
ones,50
irresponsibly,1
using,114
phones,217
operating,6
vehicle,27
argue,472
usage,22
start,28
car,351
accident,30
even,285
rates,2
go,184
society,11
become,62
connected,3
cell,169
ever,22
provide,26
lot,115
convenience,8
communicating,2
relatives,1
friends,71
checking,8
emails,2
paying,10
bills,1
taking,102
pictures,17
recording,1
videos,7
listening,7
music,6
name,17
it,189
despite,23
danger,26
still,280
use,244
want,359
always,106
available,25
keep,163
touch,9
also,428
think,608
hand,128
free,65
set,38
safe,50
drive,104
two,53
hands,63
good,370
reasons,153
able,224
example,65
going,177
place,44
knowing,23
directions,12
built,7
navigation,6
system,194
help,291
get,448
there,52
another,117
reason,114
emergency,47
way,265
someone,103
contact,17
you,30
allowed,30
opponents,25
handshandheld,1
used,51
they,66
ve,15
made,94
alternatives,2
operate,2
virtual,9
human,73
tells,4
us,117
calls,16
based,31
saying,73
things,187
like,500
hey,1
siri,1
make,317
holders,1
dash,1
accidents,38
cause,70
cars,372
hurt,20
physically,18
financiallydespite,1
handsfree,1
handsopponents,2
whose,10
work,402
depends,13
lawyers,12
businessmen,10
answer,27
business,24
running,16
although,268
tends,1
distracting,11
texting,36
really,126
problematic,4
situation,22
comes,40
acquiring,1
lead,39
bad,168
injuries,4
death,4
time,428
devices,19
maybe,97
gps,19
nutshell,1
forbidding,1
feel,125
text,61
&,5
job,30
acceptable,3
around,63
uber,1
lyft,1
exception,3
owner,2
lawyer,2
difficult,35
family,29
quick,6
call,59
cases,24
eyes,15
road,55
sure,64
tool,9
navigational,1
purposes,3
great,102
event,4
driver,106
quicker,3
could,579
past,12
instant,2
access,39
communication,18
device,13
gives,42
police,6
ems,1
fire,3
push,6
couple,9
buttonsmay,1
gpshand,1
justify,2
can,82
t,87
miss,21
sometimes,86
run,77
texts,2
cant,16
understanding,15
yes,121
life,173
urgent,4
reactions,1
activities,113
drags,1
away,70
attention,78
distracted,42
give,98
opportunity,50
case,44
emergencytested,1
mythbusters,1
changes,4
little,51
distracts,1
sort,12
know,292
already,34
times,47
works,11
timescounter,1
arguments,25
might,579
one,299
thing,200
school,680
communicated,1
world,49
something,156
happens,20
basically,8
feels,2
however,173
solution,9
problem,120
would,1127
mandate,1
drives,6
must,37
mode,1
via,5
bluetooth,5
violation,1
law,28
traffic,23
ticket,1
seen,9
drivers,69
see,174
maps,2
therefore,18
resulting,2
movies,6
likely,71
caused,5
looks,25
screen,15
losing,8
concentration,3
pick,39
importantothers,1
children,44
parents,81
home,397
though,221
statistics,1
concern,18
advocates,6
public,72
safety,45
lifesaving,1
onsite,1
emergencies,7
roadside,4
assistance,10
responding,2
amber,1
alerts,1
okay,9
drivemay,1
seem,48
big,47
dealdespite,1
moreover,4
necessary,30
situationsgwinnett,1
county,6
prevent,20
rate,4
increasing,2
today,27
s,267
technology,128
allow,70
settings,1
input,4
cellphone,7
dangerousyes,1
true,52
replace,2
try,63
easierone,1
saved,2
called,16
air,7
play,43
3,46
limit,10
talk,29
i,49
m,36
letting,27
friend,14
wayeven,1
information,50
behind,25
wheel,20
airpods,1
apple,2
inc,1
instead,41
holding,7
perks,8
including,4
cameras,6
games,17
etc,14
different,62
uses,8
usefulcomparison,1
disagree,99
helpful,52
upon,6
research,16
claim,65
benefits,69
understand,127
jobs,33
require,21
drivingpeople,2
state,123
security,4
since,86
individuals,14
utilizing,2
why,16
map,1
following,6
protocolsmaybe,1
argued,32
dire,2
cellphones,2
convenient,11
full,12
easier,64
assistances,1
check,5
short,7
period,13
thinking,38
what,24
contacted,1
immediately,1
reduces,7
risk,27
crashpeople,1
whether,22
drivingwhether,1
portrayed,1
be,15
large,37
number,30
performance,3
impacted,1
cellphonescitizens,1
entirely,12
fault,19
according,23
national,16
council,3
under,2
reported,1
enforcement,2
this,38
turn,72
means,27
offenders,1
given,45
warnings,2
punishment,3
reckless,2
behavior,2
addition,8
should,3
well,108
first,52
hvsicallv,1
ohone,1
ut,1
resoonsi,1
le,1
ad,6
answerbut,1
percentages,2
atlanta,1
gwinnett,1
decreased,4
30%,1
that,112
startpeople,1
sending,8
1,27
small,27
important,67
causing,7
person,100
lifepeople,4
phoneusing,1
advisable,1
provides,16
tackling,2
situations,20
tracking,2
routes,1
crash,16
happeningopponents,1
emergencydespite,1
situationsopponents,2
emergencysur,1
vehicles,14
bagsthough,1
deaths,5
confident,4
simultaneouslyargue,1
informing,1
whoever,3
are,14
additionally,2
due,94
getting,71
others,150
drivingeven,1
said,100
enough,72
multi,4
task,24
chancesyes,1
dangerousdespite,1
peoplealso,1
high,39
numbers,5
managing,2
nothing,25
happen,40
them,94
decrease,6
type,30
electronic,3
global,4
positioning,1
navigate,2
take,290
knee,1
support,35
hazardous,1
focused,13
obstruct,1
view,23
roadmany,1
stop,31
study,32
done,54
university,5
utah,1
displays,5
evidence,83
incapacitate,1
alcoholmany,1
usefulunderstand,1
restricting,2
altogether,3
best,123
solving,4
experience,39
exemptapps,1
included,5
distractions,29
count,14
2,39
beneficial,86
20,5
centurypeople,1
drivepeople,1
multitask,4
self,45
requires,17
minimal,3
tend,11
positives,13
increases,3
interact,11
google,14
apps,2
finding,6
specific,14
locations,2
smallunderstand,1
members,5
needing,4
somewhere,15
situationspeople,2
long,52
key,6
part,30
lives,14
everything,34
from,6
wont,39
simple,20
harm,12
fine,14
respond,4
calling,6
rather,67
let,48
ring,2
sense,35
alertness,1
better,224
multitasking,2
timecell,1
runniopponents,1
influence,3
drugs,1
alcohol,1
worsemay,1
cellular,5
pretense,1
deadly,2
useful,20
find,49
entertained,2
drivingalthough,2
ban,7
held,4
disadvantages,9
dangers,21
advantages,16
as,8
making,62
contacts,1
weather,15
co,1
workers,1
fill,2
stay,66
staying,20
spouse,3
occupation,2
certain,66
restrictions,1
put,52
attend,124
lawful,1
disregard,2
kinds,2
price,5
hefty,1
jail,2
continue,19
accidentsargue,1
essential,5
average,40
much,158
overlap,1
other,11
agree,99
2017,1
issued,4
completely,33
prevented,2
accidentmany,1
include,11
answering,2
social,91
media,6
drivingopponents,1
creating,18
banning,3
mad,13
infringement,1
rights,6
american,11
susing,1
busy,23
lotalthough,1
wrecked,1
regardlessfeel,1
harmful,5
order,25
receive,20
emergencypeople,2
thinks,15
pro,9
now,35
probably,63
ugh,1
heard,6
happened,24
me,12
pay,54
but,40
odds,2
low,8
needed,35
safer,27
usehowever,2
debate,8
manner,2
crime,1
reporting,2
novice,1
grave,2
negative,40
impacts,5
pertinent,2
sake,4
benefit,144
factor,32
phonespeople,3
possibilities,3
npr,1
article,68
switching,3
actually,84
actuallyteens,1
swear,1
multitasklots,1
ways,31
connect,6
then,6
buck,1
wantyoung,1
everybody,17
disrespecting,1
gone,7
lie,3
abandoned,1
carthink,1
fact,65
wellinstance,1
passenger,5
dangerouseven,1
wasnt,2
fatal,2
end,33
uncomfortable,3
without,72
mainly,5
immediate,3
reform,1
problemuse,1
changed,10
worst,7
occasions,3
meaning,7
some,19
ability,34
speakers,2
pose,2
easily,22
thingssomeone,1
suddenly,1
heart,3
attack,2
supposed,18
faster,14
hope,27
hospital,4
outside,18
suspicious,2
object,4
side,66
assume,7
else,23
too,18
passed,4
restrict,3
operatingeven,1
seemed,3
idea,201
resulted,1
casualties,1
fatalitiesdrivers,1
underestimate,1
risks,12
companies,17
break,42
reality,6
promote,4
oh,10
vehiclesteens,1
tell,37
looking,21
accidenthand,1
look,57
distract,10
destination,13
everyone,103
app,2
advantage,24
never,32
opposite,9
guide,3
back,41
depend,6
runningpeople,1
predict,2
emergencyphones,1
daily,7
providing,5
internet,28
a,48
friendsvehicles,1
transportation,18
create,41
shouldnt,7
expel,1
forms,8
perfectly,3
excuses,6
mom,3
sick,30
member,6
measures,4
taken,35
throughout,12
picking,10
sadly,3
disturbing,2
lots,9
advertising,1
cool,29
do,44
test,23
roadeasy,1
happenedcellphones,1
everyday,19
places,16
families,11
live,22
close,25
helps,39
jobsopponents,1
runningone,1
actual,17
pull,4
soon,8
possible,68
moments,3
song,1
stand,7
hooked,1
unless,7
extremely,9
talking,9
emergencyalthough,1
positive,32
puts,7
fines,1
persuades,1
buying,3
stands,1
carstrue,1
businesses,1
conduct,3
online,435
employees,1
amount,40
prospecting,1
client,1
outreach,1
come,71
unexpected,3
act,9
often,23
businessmobile,1
looksurprisingly,1
responsible,19
avoid,39
wrecks,5
crashes,7
americans,12
freedom,32
least,16
service,113
last,10
minute,2
three,17
receiving,6
callmentioned,1
earlier,6
issue,36
realize,7
multiple,21
increased,8
generation,3
addicted,1
addiction,1
anything,53
main,17
resource,1
every,54
aspect,16
day,69
loved,6
notification,1
stuck,4
magnet,1
emergencymany,1
drivinglot,1
approve,1
lawpeople,1
cannot,29
nowadays,1
harmless,1
fleeting,1
activitymight,1
secondoptions,1
solutioncertain,1
circumstances,3
understandable,10
postponed,1
safely,3
crucial,5
whatever,10
re,43
occupied,2
conversation,2
makes,44
leads,7
seeing,4
pulling,3
front,8
rear,2
playing,15
radio,4
admittedly,2
love,14
exist,7
causes,9
businessman,1
says,60
accessible,3
secure,3
clientusing,1
suck,1
ensuring,1
roadalthough,1
recent,4
bans,1
effective,13
stopping,5
result,17
sets,2
practicing,3
sight,5
timesexceptions,1
provided,6
personnel,1
fully,12
parked,1
numerous,5
applications,2
installed,2
acknowledge,3
efficient,9
within,11
eating,1
roadunderstand,1
emergencyhand,1
against,1
learn,177
learning,331
process,33
cautious,2
slamming,1
breaks,5
trying,64
prohibited,2
wreck,6
personally,8
adults,21
experienced,9
twenty,3
years,26
doubt,9
typically,2
new,110
driversi,1
aware,7
barely,4
instance,15
guarantee,2
either,18
distraction,27
significantly,3
smaller,14
accidentbelieve,1
emergenciespeople,1
considered,3
complain,8
dangeroushit,1
stated,32
teenagers,14
speaker,3
down,4
talktexting,1
drivingexceptions,1
speaking,3
connecting,1
bluetoothlot,1
doing,10
argument,80
encourage,10
absolutely,2
cops,1
wife,1
child,26
necessaire,1
cbs,1
taskers,1
harvard,1
found,11
response,6
improved,4
saving,3
outcomes,6
ropeik,1
common,14
habitual,1
users,2
report,3
is,29
stoplight,1
schule,1
5,9
caught,5
stopped,5
taught,15
electronics,3
later,11
glued,1
ask,60
catch,2
deal,11
phoneunderstand,1
phonebelieve,2
voicehand,1
picked,8
checkunderstand,1
tolerable,1
2009,4
banned,1
option,44
phoneanother,1
install,3
newer,1
onstar,1
store,4
living,12
personal,21
transit,1
societies,1
obesity,2
walking,17
longerrepercution,1
worry,31
rain,4
alot,27
lose,42
limited,8
mechanics,2
dealers,3
dont,100
sell,1
company,4
far,32
ride,7
bike,6
walkyes,1
fuel,19
strike,1
blow,4
automobile,5
industry,6
suburbs,4
houses,4
apart,6
buy,7
beable,1
kind,35
sports,81
practicedownside,1
cities,3
buildings,1
farther,1
passage,16
distance,149
meant,3
major,21
older,13
adultsmay,1
stressful,10
availible,1
removing,1
produce,5
electric,3
along,19
dream,2
roaring,1
engine,2
blower,1
sticking,3
hood,1
save,11
planet,33
step,7
lover,1
wouldnt,13
im,8
across,7
fasterraining,1
suppsoed,1
food,5
eventhough,7
greenhouse,1
gas,21
polution,2
late,11
night,17
fast,6
market,2
u,19
door,1
son,1
needs,37
medical,5
getknow,2
seems,28
pretty,14
bizare,1
towns,2
own,14
citizens,27
withoutcars,1
affordable,2
automatic,5
hard,78
habit,3
forged,1
century,6
agotried,1
depleeted,1
energy,8
became,4
reading,13
starting,7
somethng,1
fined,2
quickerhowever,1
riding,5
bus,9
transportaion,1
alternative,9
diesel,1
vehical,1
bicycle,3
longer,10
carpeople,1
coursemodern,1
lost,14
staple,1
infastructure,1
unlike,2
horse,1
counter,16
thats,27
economy,3
effecting,1
spends,1
money,34
werent,2
top,5
downsides,17
distancesaddition,1
limiting,10
gess,1
nah,1
mean,37
lookif,1
pepal,1
ruin,5
choce,1
manmany,1
which,1
special,9
plain,4
lazy,45
active,6
manage,9
travelyes,1
owning,1
we,11
obviously,9
transportationeven,1
program,27
huge,10
disagreeing,2
agrument,1
resonable,1
timeyeah,1
praise,1
fastermain,1
dis,1
travel,10
traveling,5
carry,2
load,1
200,1
mile,1
trip,9
destinations,2
citics,1
aroundpeoples,1
concerns,10
coming,33
trend,2
auto,1
mobiles,1
comfortable,34
sitting,10
condition,2
my,2
possibly,37
pollution,4
stretch,1
factors,4
wether,2
saftey,4
spreadalso,1
effect,17
peoplecars,1
limbs,1
bare,2
reduce,18
communitytake,1
comitment,1
reducing,3
alright,3
walk,9
whenever,11
feelend,1
culture,2
elisabeth,1
rosenthal,1
discussed,2
president,258
obama,8
agrees,5
abomination,1
opposing,11
observations,1
show,34
young,12
23,3
percent,20
2001,4
mobile,1
congress,14
executive,1
chairman,1
bill,1
ford,5
proper,6
approach,4
plan,13
consider,10
ownership,1
undesirable,1
emissions,1
improve,12
area,6
desires,1
toyota,2
honda,1
businessalthough,1
carsyeah,1
than,1
fastercars,1
gets,21
point,68
bmany,1
acars,1
obligagtions,1
statement,14
liar,1
happy,18
cutting,1
takes,50
desired,2
locationknow,1
upset,10
wantbiggest,1
question,22
reads,3
articles,3
how,7
airport,1
wanted,17
disney,1
benift,1
disadvatages,1
worldyes,1
exercise,5
traficmay,1
hardermay,1
form,34
meet,14
sanitary,1
convieniency,1
30,4
minutes,2
five,41
breaking,2
sweat,1
handy,4
suggest,9
tense,1
cold,2
ominous,1
sound,21
bit,16
astounding,1
considering,6
passion,5
detroit,1
michigan,2
internationally,1
known,10
base,4
operations,1
lacted,1
sprawlng,1
urban,1
playground,1
mass,2
produced,4
model,5
crafted,1
united,14
states,308
read,30
compinies,1
suffering,2
fear,12
componies,1
unemployed,1
affored,1
alternet,1
grocery,5
town,4
stuff,19
bought,2
tired,10
lake,2
started,10
morning,8
lets,5
10am,1
2pm,1
7pm,1
spent,6
exhausted,2
silly,2
decision,20
earth,22
health,8
leave,19
hours,16
reach,6
buckle,2
enviornment,2
undertand,1
feet,2
fellow,3
easy,61
perfere,1
drve,1
lol,1
th,5
fastest,2
somewere,1
entire,6
vauban,1
individual,11
wide,2
sidewalks,2
restaraunts,1
stores,2
reasonable,9
biking,1
ditching,1
utopias,1
success,4
wonder,4
especially,21
highly,7
devloped,1
critics,19
implications,2
convinent,1
locationalthough,1
delivery,2
complained,2
revenueyes,1
whole,23
no,12
rules,18
implication,1
industriesalthough,1
jogging,1
isnt,12
germany,1
utopia,1
carless,2
thrive,3
york,2
ian,1
style,9
private,6
garages,1
spread,4
homes,4
deam,1
1950,2
salthough,1
consiquences,1
revenue,1
unfortunately,6
suffer,4
fall,17
indulging,1
purchase,2
didnt,6
carsalthough,2
neccesityfact,1
bennifit,1
exucess,1
weariness,1
body,8
painhowever,1
unanswered,1
downs,2
management,6
tomplaces,1
third,9
freezing,1
sweating,1
hot,5
convienent,2
fasternegative,1
impact,12
indistries,1
scary,5
exspecially,1
or,13
middle,6
ill,1
doctor,2
immedialty,1
granted,7
vechiles,1
b,37
machines,7
wheather,1
transporting,1
ect,1
range,3
depending,6
spend,34
objective,1
thus,9
giving,24
durnig,1
emergences,1
rushed,2
polltuionyes,1
warm,2
epidemic,2
inconvienientyes,1
manufacturersalthough,1
storedriving,1
quite,9
tireing,1
begin,8
with,15
harder,32
laxidasical,1
gain,14
by,7
age,10
40,1
50,1
logic,1
pain,2
unheardconflicts,1
environment,34
ugly,1
nasty,1
bogota,1
nailed,1
capital,1
city,5
7,11
millon,1
effects,7
did,2
restaurants,1
opened,3
upscale,1
shopping,1
district,6
haved,2
cropped,1
pitted,1
uneven,1
fixed,2
replaced,3
smooth,1
sidwalks,1
parks,1
centers,1
bloomed,1
kids,192
actived,1
skeptical,2
obtain,3
enforce,3
ideaalthough,1
handyalthough,1
carsmeaning,1
automatically,1
evrything,1
wait,7
train,1
arrive,2
waiting,11
taxi,8
doorstep,1
extra,24
populations,3
refute,2
steps,2
line,8
progression,1
proven,5
thousands,3
motorists,1
partial,1
clear,24
duffer,1
paragraph,60
10,4
implemented,5
reduction,1
prospect,9
mankind,1
cross,3
distances,2
allowing,39
face,248
trade,1
nations,2
acess,2
care,41
otherwise,11
perhaps,32
nerve,1
wrecking,2
everywhere,1
godissenters,1
negatively,5
loves,2
coud,2
not,21
almost,15
useless,8
have,10
stupid,7
anybody,5
governments,1
days,11
mercedes,2
mobility,2
products,1
beyond,4
benificial,3
source,76
four,4
claims,12
lowered,2
automobiles,3
profits,1
